person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,cb_person_default_on_file,loan_status
23,38000,RENT,0.0,MEDICAL,A,N,0
26,38400,RENT,10.0,MEDICAL,D,N,0
22,32400,RENT,6.0,VENTURE,C,N,1
23,56500,MORTGAGE,7.0,MEDICAL,A,N,0
23,39975,RENT,0.0,PERSONAL,C,Y,0
22,39996,RENT,0.0,PERSONAL,B,N,0
23,40000,RENT,7.0,VENTURE,B,N,0
24,40000,RENT,1.0,PERSONAL,A,N,0
22,56650,MORTGAGE,2.0,MEDICAL,B,N,0
25,56655,MORTGAGE,9.0,VENTURE,C,N,0
23,56700,MORTGAGE,7.0,EDUCATION,A,N,0
26,56700,MORTGAGE,3.0,DEBTCONSOLIDATION,A,N,0
24,40000,RENT,0.0,DEBTCONSOLIDATION,B,N,0
26,56810,MORTGAGE,10.0,DEBTCONSOLIDATION,C,Y,0
22,34000,RENT,2.0,MEDICAL,C,Y,1
25,56900,MORTGAGE,9.0,PERSONAL,A,N,0
23,56900,MORTGAGE,7.0,MEDICAL,B,N,0
22,56902,MORTGAGE,6.0,DEBTCONSOLIDATION,A,N,0
22,40906,RENT,4.0,VENTURE,B,N,0
26,42000,RENT,0.0,DEBTCONSOLIDATION,B,N,0
22,57000,MORTGAGE,4.0,EDUCATION,A,N,0
24,57000,MORTGAGE,0.0,MEDICAL,B,N,0
23,42000,RENT,1.0,PERSONAL,B,N,0
23,36000,RENT,1.0,PERSONAL,D,Y,1
22,57000,MORTGAGE,6.0,PERSONAL,B,N,0
22,42500,RENT,0.0,EDUCATION,A,N,0
25,57000,MORTGAGE,5.0,PERSONAL,A,N,0
22,44000,RENT,0.0,PERSONAL,A,N,0
22,57000,MORTGAGE,6.0,VENTURE,B,N,0
25,51000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,Y,1
22,57000,MORTGAGE,2.0,MEDICAL,C,Y,0
25,39000,RENT,9.0,MEDICAL,D,Y,1
26,57000,MORTGAGE,6.0,MEDICAL,C,Y,0
26,57000,MORTGAGE,10.0,VENTURE,A,N,0
21,57000,MORTGAGE,5.0,VENTURE,C,Y,0
23,45000,RENT,5.0,EDUCATION,D,Y,0
22,39000,RENT,1.0,VENTURE,D,Y,1
24,57000,MORTGAGE,8.0,EDUCATION,A,N,0
26,57000,MORTGAGE,4.0,EDUCATION,C,Y,0
22,57000,MORTGAGE,1.0,VENTURE,A,N,0
26,45450,RENT,2.0,MEDICAL,B,N,0
22,45600,RENT,6.0,EDUCATION,C,N,0
23,57000,MORTGAGE,0.0,VENTURE,B,N,0
26,46800,RENT,6.0,DEBTCONSOLIDATION,B,N,0
21,47500,RENT,2.0,DEBTCONSOLIDATION,B,N,0
23,57000,MORTGAGE,7.0,PERSONAL,A,N,0
23,48000,RENT,4.0,MEDICAL,A,N,0
25,48000,RENT,9.0,DEBTCONSOLIDATION,C,N,0
23,57000,MORTGAGE,1.0,MEDICAL,C,Y,0
24,57000,MORTGAGE,5.0,EDUCATION,A,N,0
24,57000,MORTGAGE,8.0,VENTURE,D,N,0
23,57000,MORTGAGE,5.0,VENTURE,B,N,0
25,48659,RENT,4.0,EDUCATION,B,N,0
23,57000,MORTGAGE,6.0,PERSONAL,A,N,0
22,49000,RENT,7.0,PERSONAL,A,N,0
22,43000,RENT,1.0,VENTURE,D,N,1
21,44000,RENT,5.0,MEDICAL,A,N,1
25,50000,RENT,3.0,PERSONAL,B,N,0
23,57000,MORTGAGE,6.0,EDUCATION,D,Y,0
22,50000,RENT,1.0,MEDICAL,A,N,0
25,44000,RENT,7.0,MEDICAL,C,N,1
22,57000,MORTGAGE,6.0,EDUCATION,A,N,0
22,50000,RENT,1.0,PERSONAL,A,N,0
26,51000,MORTGAGE,5.0,MEDICAL,D,N,1
22,57000,MORTGAGE,5.0,PERSONAL,B,N,0
22,44400,RENT,4.0,DEBTCONSOLIDATION,A,N,1
22,57000,MORTGAGE,5.0,PERSONAL,B,N,0
22,50663,RENT,0.0,DEBTCONSOLIDATION,C,N,0
26,51000,MORTGAGE,10.0,MEDICAL,D,Y,1
22,51000,RENT,6.0,PERSONAL,A,N,0
22,57000,MORTGAGE,6.0,EDUCATION,B,N,0
22,51000,RENT,6.0,EDUCATION,C,N,0
23,52000,RENT,7.0,VENTURE,B,N,0
25,53000,RENT,0.0,EDUCATION,B,N,0
24,55000,RENT,0.0,EDUCATION,A,N,0
24,51000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,N,1
22,55000,RENT,6.0,DEBTCONSOLIDATION,A,N,0
26,57000,MORTGAGE,10.0,VENTURE,B,N,0
21,55000,RENT,1.0,EDUCATION,A,N,0
24,57000,MORTGAGE,3.0,VENTURE,A,N,0
22,57000,MORTGAGE,6.0,EDUCATION,B,N,0
25,57000,MORTGAGE,5.0,VENTURE,C,N,0
26,57006,MORTGAGE,10.0,DEBTCONSOLIDATION,A,N,0
23,57000,RENT,8.0,EDUCATION,C,N,0
23,57600,RENT,5.0,MEDICAL,C,N,0
23,57188,MORTGAGE,7.0,VENTURE,A,N,0
21,57192,MORTGAGE,0.0,MEDICAL,A,N,0
23,59000,RENT,7.0,EDUCATION,A,N,0
25,53000,RENT,3.0,MEDICAL,D,N,1
21,57200,MORTGAGE,5.0,DEBTCONSOLIDATION,A,N,0
22,57200,MORTGAGE,7.0,DEBTCONSOLIDATION,A,N,0
25,57200,MORTGAGE,1.0,EDUCATION,A,N,0
22,57200,MORTGAGE,4.0,EDUCATION,A,N,0
25,60000,RENT,6.0,MEDICAL,C,Y,0
22,57204,MORTGAGE,6.0,EDUCATION,D,Y,0
22,60000,RENT,6.0,MEDICAL,B,N,0
23,60000,RENT,4.0,PERSONAL,A,N,0
25,57400,MORTGAGE,9.0,DEBTCONSOLIDATION,A,N,0
22,57400,MORTGAGE,0.0,EDUCATION,A,N,0
24,57431,MORTGAGE,8.0,PERSONAL,A,N,0
22,60000,RENT,3.0,PERSONAL,A,N,0
22,60000,RENT,1.0,VENTURE,B,N,0
23,57468,MORTGAGE,8.0,EDUCATION,B,N,0
23,60000,RENT,8.0,VENTURE,A,N,0
21,57500,MORTGAGE,6.0,VENTURE,A,N,0
22,60000,RENT,6.0,EDUCATION,C,Y,0
21,61000,RENT,3.0,EDUCATION,B,N,0
26,64000,RENT,8.0,DEBTCONSOLIDATION,B,N,0
25,57500,MORTGAGE,5.0,MEDICAL,C,Y,0
26,57500,MORTGAGE,2.0,DEBTCONSOLIDATION,A,N,0
26,66000,RENT,2.0,EDUCATION,A,N,0
25,67000,RENT,7.0,MEDICAL,B,N,0
23,57504,MORTGAGE,1.0,DEBTCONSOLIDATION,A,N,0
23,57504,MORTGAGE,7.0,PERSONAL,A,N,0
22,57564,MORTGAGE,6.0,MEDICAL,B,N,0
22,67500,RENT,1.0,VENTURE,B,N,0
24,68000,RENT,0.0,PERSONAL,B,N,0
23,68000,RENT,1.0,EDUCATION,B,N,0
26,57600,MORTGAGE,10.0,MEDICAL,B,N,0
23,51600,MORTGAGE,1.0,PERSONAL,B,N,1
22,57600,MORTGAGE,6.0,VENTURE,B,N,0
24,57600,MORTGAGE,9.0,VENTURE,B,N,0
24,69996,RENT,5.0,VENTURE,A,N,0
22,57600,MORTGAGE,1.0,PERSONAL,B,N,0
22,57600,MORTGAGE,2.0,DEBTCONSOLIDATION,C,Y,0
23,57600,MORTGAGE,6.0,DEBTCONSOLIDATION,A,N,0
23,57600,MORTGAGE,7.0,PERSONAL,A,N,0
21,72000,RENT,1.0,EDUCATION,C,N,0
23,57600,MORTGAGE,7.0,DEBTCONSOLIDATION,A,N,0
22,72000,RENT,3.0,EDUCATION,C,N,0
23,75000,RENT,8.0,EDUCATION,C,Y,0
23,75000,RENT,4.0,EDUCATION,B,N,0
25,57600,MORTGAGE,4.0,PERSONAL,A,N,0
23,57600,MORTGAGE,7.0,EDUCATION,C,N,0
25,58650,RENT,5.0,MEDICAL,D,N,1
24,79992,RENT,0.0,DEBTCONSOLIDATION,B,N,0
23,57600,MORTGAGE,0.0,VENTURE,B,N,0
23,57664,MORTGAGE,4.0,EDUCATION,A,N,0
25,74004,RENT,2.0,DEBTCONSOLIDATION,D,Y,1
23,57700,MORTGAGE,7.0,PERSONAL,B,N,0
21,57700,MORTGAGE,5.0,VENTURE,B,N,0
23,57738,MORTGAGE,7.0,EDUCATION,A,N,0
23,57744,MORTGAGE,7.0,PERSONAL,B,N,0
23,87000,RENT,1.0,DEBTCONSOLIDATION,B,N,0
23,90000,RENT,5.0,VENTURE,D,Y,0
22,66300,RENT,3.0,MEDICAL,D,N,1
23,90000,RENT,7.0,EDUCATION,C,N,0
23,57850,MORTGAGE,8.0,EDUCATION,B,N,0
22,57860,MORTGAGE,1.0,EDUCATION,C,N,0
22,57900,MORTGAGE,3.0,EDUCATION,A,N,0
24,79500,RENT,2.0,VENTURE,D,N,1
22,57996,MORTGAGE,4.0,VENTURE,A,N,0
24,100300,RENT,3.0,MEDICAL,B,N,0
23,57996,MORTGAGE,5.0,EDUCATION,A,N,0
23,115275,RENT,7.0,DEBTCONSOLIDATION,C,Y,0
23,116700,RENT,2.0,EDUCATION,C,N,0
22,57996,MORTGAGE,2.0,VENTURE,B,N,0
26,108000,RENT,2.0,DEBTCONSOLIDATION,D,Y,1
23,57996,MORTGAGE,7.0,DEBTCONSOLIDATION,A,N,0
26,58000,MORTGAGE,5.0,MEDICAL,B,N,0
26,50000,RENT,3.0,EDUCATION,B,N,0
24,20400,RENT,3.0,VENTURE,C,N,1
25,58000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,N,0
24,58000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,N,0
24,58000,MORTGAGE,3.0,EDUCATION,D,N,0
22,70000,RENT,4.0,VENTURE,A,N,0
26,56950,RENT,10.0,MEDICAL,B,N,1
24,58000,MORTGAGE,3.0,PERSONAL,D,N,0
26,58000,MORTGAGE,0.0,VENTURE,B,N,0
22,52000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,N,1
25,39000,RENT,3.0,MEDICAL,C,N,1
22,49000,RENT,0.0,EDUCATION,D,N,1
26,67000,RENT,2.0,VENTURE,B,N,0
24,58000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,N,0
25,61680,RENT,1.0,VENTURE,C,N,1
26,58000,MORTGAGE,5.0,PERSONAL,A,N,0
24,58000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,N,0
21,58000,MORTGAGE,3.0,EDUCATION,A,N,0
23,57000,RENT,5.0,VENTURE,B,N,0
26,58000,MORTGAGE,2.0,PERSONAL,A,N,0
25,65000,RENT,6.0,PERSONAL,D,Y,0
24,52000,MORTGAGE,8.0,EDUCATION,D,N,1
25,24000,RENT,6.0,PERSONAL,A,N,1
24,58000,MORTGAGE,8.0,EDUCATION,C,N,0
22,58000,MORTGAGE,1.0,VENTURE,A,N,0
23,29772,RENT,3.0,PERSONAL,D,Y,1
22,58000,MORTGAGE,4.0,MEDICAL,A,N,0
25,58000,MORTGAGE,9.0,MEDICAL,A,N,0
24,96408,RENT,1.0,EDUCATION,C,Y,0
22,19680,RENT,2.0,EDUCATION,D,Y,1
22,23000,RENT,2.0,EDUCATION,C,Y,1
23,58000,MORTGAGE,8.0,VENTURE,C,Y,0
26,24000,RENT,1.0,DEBTCONSOLIDATION,C,N,1
21,26000,RENT,4.0,EDUCATION,C,Y,0
26,58000,MORTGAGE,10.0,VENTURE,B,N,0
23,58000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,N,0
26,29760,RENT,6.0,MEDICAL,B,N,0
23,29000,RENT,6.0,MEDICAL,D,Y,1
23,58000,MORTGAGE,0.0,EDUCATION,A,N,0
25,58000,MORTGAGE,9.0,MEDICAL,B,N,0
22,52000,MORTGAGE,6.0,VENTURE,D,Y,1
23,52000,MORTGAGE,7.0,PERSONAL,B,N,1
22,48000,RENT,1.0,PERSONAL,A,N,0
25,49000,RENT,2.0,MEDICAL,A,N,0
25,100000,RENT,9.0,PERSONAL,B,N,1
24,58000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,N,0
22,33000,RENT,5.0,DEBTCONSOLIDATION,B,N,0
23,33000,RENT,0.0,PERSONAL,B,N,1
24,33600,RENT,1.0,PERSONAL,D,N,1
25,58000,MORTGAGE,4.0,MEDICAL,B,N,0
21,34000,RENT,5.0,DEBTCONSOLIDATION,C,N,1
26,36000,RENT,3.0,VENTURE,C,N,0
26,38000,RENT,6.0,VENTURE,B,N,0
26,58000,MORTGAGE,5.0,MEDICAL,C,Y,0
24,40000,RENT,1.0,MEDICAL,A,N,0
25,58000,MORTGAGE,2.0,PERSONAL,D,Y,0
22,52000,MORTGAGE,6.0,EDUCATION,D,Y,1
25,43000,RENT,2.0,VENTURE,A,N,0
25,58000,MORTGAGE,5.0,EDUCATION,A,N,0
26,43000,RENT,5.0,MEDICAL,A,N,0
23,43955,RENT,7.0,EDUCATION,D,N,0
23,45000,RENT,0.0,DEBTCONSOLIDATION,B,N,0
24,45000,RENT,3.0,PERSONAL,A,N,0
24,54000,RENT,2.0,DEBTCONSOLIDATION,A,N,0
26,58125,MORTGAGE,10.0,VENTURE,B,N,0
24,49000,RENT,2.0,VENTURE,D,N,1
25,59000,RENT,2.0,VENTURE,B,N,0
22,60000,RENT,6.0,VENTURE,D,N,0
22,58200,MORTGAGE,1.0,EDUCATION,C,N,0
23,58200,MORTGAGE,2.0,DEBTCONSOLIDATION,B,N,0
23,59004,RENT,1.0,DEBTCONSOLIDATION,D,Y,1
26,78000,RENT,6.0,VENTURE,D,N,0
23,80000,RENT,2.0,VENTURE,B,N,0
26,85757,RENT,0.0,MEDICAL,B,N,0
21,100000,RENT,1.0,DEBTCONSOLIDATION,A,N,0
24,26000,RENT,3.0,MEDICAL,B,N,0
22,32000,RENT,0.0,PERSONAL,D,N,1
23,58500,MORTGAGE,6.0,MEDICAL,A,N,0
25,58560,MORTGAGE,9.0,DEBTCONSOLIDATION,B,N,0
23,58560,MORTGAGE,7.0,MEDICAL,B,N,0
23,58600,MORTGAGE,6.0,PERSONAL,A,N,0
22,28000,RENT,7.0,VENTURE,B,N,0
22,58608,MORTGAGE,6.0,EDUCATION,A,N,0
23,30000,RENT,4.0,DEBTCONSOLIDATION,C,Y,0
21,50700,RENT,5.0,VENTURE,B,N,0
22,58800,MORTGAGE,6.0,EDUCATION,B,N,0
21,58800,MORTGAGE,5.0,EDUCATION,D,N,0
22,58896,MORTGAGE,6.0,PERSONAL,A,N,0
26,58900,MORTGAGE,8.0,PERSONAL,A,N,0
22,19800,RENT,4.0,MEDICAL,A,N,1
21,58951,MORTGAGE,5.0,MEDICAL,A,N,0
24,20000,RENT,5.0,EDUCATION,B,N,1
21,20000,RENT,4.0,MEDICAL,B,N,1
22,59000,MORTGAGE,5.0,MEDICAL,A,N,0
26,59000,MORTGAGE,9.0,PERSONAL,A,N,0
24,20000,RENT,0.0,MEDICAL,C,Y,1
23,59000,MORTGAGE,7.0,PERSONAL,A,N,0
23,53000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,N,1
22,59000,MORTGAGE,6.0,EDUCATION,B,N,0
22,21000,RENT,7.0,EDUCATION,D,Y,1
23,59000,MORTGAGE,5.0,EDUCATION,A,N,0
23,59000,MORTGAGE,7.0,VENTURE,A,N,0
22,59000,MORTGAGE,1.0,MEDICAL,A,N,0
25,53000,MORTGAGE,9.0,MEDICAL,A,N,1
22,59000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,N,0
22,21600,RENT,3.0,MEDICAL,B,N,1
24,53000,MORTGAGE,6.0,MEDICAL,D,N,1
23,59000,MORTGAGE,7.0,EDUCATION,A,N,0
21,53000,MORTGAGE,4.0,PERSONAL,A,N,1
24,22100,RENT,4.0,EDUCATION,C,N,1
22,59000,MORTGAGE,1.0,EDUCATION,A,N,0
22,53000,MORTGAGE,6.0,EDUCATION,C,N,1
23,23148,RENT,0.0,DEBTCONSOLIDATION,B,N,1
22,23400,RENT,2.0,MEDICAL,A,N,1
22,59000,MORTGAGE,4.0,EDUCATION,A,N,0
22,24000,RENT,0.0,EDUCATION,A,N,1
24,59000,MORTGAGE,5.0,PERSONAL,A,N,0
23,24000,RENT,7.0,PERSONAL,A,N,1
21,59000,MORTGAGE,5.0,PERSONAL,B,N,0
25,59000,MORTGAGE,7.0,EDUCATION,B,N,0
26,59000,MORTGAGE,4.0,EDUCATION,B,N,0
26,25000,RENT,1.0,MEDICAL,B,N,1
22,25000,RENT,4.0,VENTURE,B,N,1
23,59000,MORTGAGE,0.0,EDUCATION,B,N,0
23,25000,RENT,6.0,PERSONAL,C,Y,1
22,25000,RENT,6.0,EDUCATION,B,N,1
25,59000,MORTGAGE,6.0,MEDICAL,A,N,0
23,25200,RENT,1.0,DEBTCONSOLIDATION,C,N,1
26,59020,MORTGAGE,10.0,PERSONAL,B,N,0
22,26000,RENT,0.0,EDUCATION,B,N,1
25,26000,RENT,4.0,MEDICAL,C,N,1
24,27000,RENT,3.0,VENTURE,A,N,0
26,27000,RENT,0.0,VENTURE,B,N,0
21,27024,RENT,4.0,EDUCATION,A,N,0
24,59393,MORTGAGE,4.0,DEBTCONSOLIDATION,B,N,0
25,59400,MORTGAGE,9.0,EDUCATION,C,N,0
25,59436,MORTGAGE,1.0,DEBTCONSOLIDATION,A,N,0
25,28000,RENT,3.0,DEBTCONSOLIDATION,C,Y,0
26,59500,MORTGAGE,9.0,VENTURE,A,N,0
24,59500,MORTGAGE,0.0,EDUCATION,B,N,0
26,59500,MORTGAGE,8.0,PERSONAL,B,N,0
21,28000,RENT,0.0,DEBTCONSOLIDATION,A,N,0
21,28000,RENT,3.0,EDUCATION,B,N,1
23,28000,RENT,8.0,DEBTCONSOLIDATION,A,N,0
24,28000,RENT,9.0,DEBTCONSOLIDATION,C,N,0
22,59600,MORTGAGE,6.0,PERSONAL,A,N,0
25,59650,MORTGAGE,9.0,PERSONAL,C,Y,0
24,28590,RENT,7.0,MEDICAL,D,Y,0
26,59700,MORTGAGE,5.0,VENTURE,B,N,0
22,28800,RENT,6.0,EDUCATION,B,N,0
23,59800,MORTGAGE,7.0,VENTURE,C,Y,0
22,28800,RENT,0.0,MEDICAL,C,Y,0
26,53826,MORTGAGE,10.0,VENTURE,C,N,1
24,28800,RENT,5.0,MEDICAL,A,N,0
22,59959,MORTGAGE,4.0,EDUCATION,B,N,0
26,28800,RENT,5.0,EDUCATION,D,Y,0
21,28800,RENT,5.0,MEDICAL,B,N,0
23,30000,RENT,2.0,EDUCATION,B,N,0
26,30000,RENT,0.0,EDUCATION,B,N,1
23,30000,RENT,0.0,MEDICAL,C,Y,0
22,30000,RENT,6.0,MEDICAL,A,N,0
26,30000,RENT,5.0,PERSONAL,C,N,0
23,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,N,0
26,60000,MORTGAGE,9.0,PERSONAL,C,N,0
25,30000,RENT,6.0,DEBTCONSOLIDATION,B,N,0
26,30000,RENT,1.0,MEDICAL,B,N,0
24,30000,RENT,8.0,PERSONAL,B,N,0
26,30000,RENT,3.0,EDUCATION,C,Y,0
24,60000,MORTGAGE,8.0,PERSONAL,A,N,0
23,60000,MORTGAGE,7.0,EDUCATION,A,N,0
24,30000,RENT,7.0,MEDICAL,C,Y,0
26,30000,RENT,4.0,MEDICAL,C,N,0
24,30000,RENT,5.0,VENTURE,C,Y,0
22,30000,RENT,3.0,VENTURE,B,N,0
25,30000,RENT,5.0,PERSONAL,C,N,0
23,30000,RENT,4.0,MEDICAL,B,N,0
25,60000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,N,0
24,60000,MORTGAGE,8.0,EDUCATION,A,N,0
23,60000,MORTGAGE,7.0,EDUCATION,A,N,0
22,30000,RENT,0.0,PERSONAL,A,N,0
23,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,N,0
21,30000,RENT,5.0,EDUCATION,B,N,0
23,30188,RENT,3.0,PERSONAL,C,N,0
22,30996,RENT,2.0,DEBTCONSOLIDATION,B,N,0
23,60000,MORTGAGE,3.0,PERSONAL,C,Y,0
26,60000,MORTGAGE,2.0,MEDICAL,C,N,0
26,60000,MORTGAGE,10.0,VENTURE,B,N,0
24,31200,RENT,7.0,MEDICAL,B,N,0
23,31200,RENT,6.0,VENTURE,B,N,0
25,31416,RENT,5.0,PERSONAL,C,Y,0
23,54000,MORTGAGE,7.0,EDUCATION,B,N,1
25,32000,RENT,2.0,DEBTCONSOLIDATION,B,N,0
24,60000,MORTGAGE,7.0,MEDICAL,A,N,0
22,32400,RENT,6.0,EDUCATION,A,N,0
23,33000,RENT,4.0,EDUCATION,C,Y,0
22,33996,RENT,1.0,DEBTCONSOLIDATION,B,N,1
22,34000,RENT,2.0,DEBTCONSOLIDATION,B,N,0
23,60000,MORTGAGE,7.0,MEDICAL,A,N,0
25,60000,MORTGAGE,9.0,EDUCATION,A,N,0
24,60000,MORTGAGE,8.0,EDUCATION,B,N,0
23,60000,MORTGAGE,7.0,MEDICAL,A,N,0
23,60000,MORTGAGE,3.0,PERSONAL,B,N,0
23,60000,MORTGAGE,6.0,EDUCATION,C,N,0
22,60000,MORTGAGE,6.0,PERSONAL,A,N,0
23,60000,MORTGAGE,0.0,PERSONAL,A,N,0
22,35000,RENT,3.0,DEBTCONSOLIDATION,C,N,0
24,35000,RENT,8.0,EDUCATION,A,N,0
26,60000,MORTGAGE,3.0,EDUCATION,C,N,0
25,60000,MORTGAGE,10.0,VENTURE,D,N,0
25,60000,MORTGAGE,7.0,EDUCATION,D,N,0
26,35000,RENT,10.0,PERSONAL,D,N,0
22,35000,RENT,5.0,EDUCATION,A,N,0
23,60000,MORTGAGE,7.0,EDUCATION,A,N,0
23,29000,RENT,7.0,EDUCATION,C,N,1
22,60000,MORTGAGE,1.0,MEDICAL,A,N,0
22,35000,RENT,1.0,VENTURE,C,N,0
26,60000,MORTGAGE,10.0,PERSONAL,D,N,0
25,60000,MORTGAGE,4.0,VENTURE,A,N,0
22,35000,RENT,1.0,EDUCATION,B,N,0
24,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,N,0
23,35004,RENT,7.0,VENTURE,A,N,0
22,29570,RENT,6.0,DEBTCONSOLIDATION,D,Y,1
22,60000,MORTGAGE,6.0,EDUCATION,B,N,0
22,60000,MORTGAGE,3.0,VENTURE,A,N,0
26,60000,MORTGAGE,7.0,EDUCATION,A,N,0
23,36000,RENT,0.0,EDUCATION,A,N,0
22,30000,RENT,2.0,DEBTCONSOLIDATION,B,N,1
24,60000,MORTGAGE,8.0,EDUCATION,B,N,0
23,36000,RENT,5.0,VENTURE,B,N,0
22,36000,RENT,4.0,EDUCATION,D,N,0
25,60000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,N,0
22,60000,MORTGAGE,6.0,EDUCATION,B,N,0
24,60000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,N,0
24,60000,MORTGAGE,9.0,VENTURE,A,N,0
24,36000,RENT,8.0,VENTURE,B,N,0
25,60000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,N,0
24,60000,MORTGAGE,4.0,EDUCATION,A,N,0
26,36903,RENT,3.0,DEBTCONSOLIDATION,B,N,0
22,30996,RENT,6.0,EDUCATION,A,N,1
25,60000,MORTGAGE,4.0,MEDICAL,A,N,0
22,37000,RENT,0.0,EDUCATION,A,N,0
23,60000,MORTGAGE,7.0,PERSONAL,A,N,0
25,31008,RENT,7.0,MEDICAL,D,N,1
23,60000,MORTGAGE,6.0,EDUCATION,A,N,0
22,31200,RENT,0.0,PERSONAL,D,Y,1
23,37500,RENT,2.0,VENTURE,C,N,0
24,37648,RENT,0.0,MEDICAL,A,N,0
24,54000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,N,1
22,60000,MORTGAGE,6.0,EDUCATION,B,N,0
24,37876,RENT,4.0,MEDICAL,B,N,0
23,60000,MORTGAGE,7.0,EDUCATION,A,N,0
22,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,N,0
22,60000,MORTGAGE,6.0,EDUCATION,D,N,0
22,60000,MORTGAGE,1.0,MEDICAL,B,N,0
25,60000,MORTGAGE,6.0,VENTURE,D,N,0
23,38000,RENT,5.0,PERSONAL,B,N,0
26,38000,RENT,4.0,MEDICAL,B,N,0
24,38000,RENT,8.0,MEDICAL,B,N,0
23,60000,MORTGAGE,8.0,EDUCATION,B,N,0
25,60000,MORTGAGE,2.0,PERSONAL,B,N,0
25,60000,MORTGAGE,10.0,DEBTCONSOLIDATION,B,N,0
22,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,N,0
23,60000,MORTGAGE,5.0,EDUCATION,A,N,0
26,54000,MORTGAGE,10.0,EDUCATION,A,N,1
23,38000,RENT,0.0,MEDICAL,A,N,0
22,38004,RENT,2.0,DEBTCONSOLIDATION,B,N,0
22,38400,RENT,6.0,EDUCATION,A,N,0
23,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,N,0
26,39000,RENT,2.0,DEBTCONSOLIDATION,A,N,0
25,60000,MORTGAGE,9.0,VENTURE,A,N,0
23,54000,MORTGAGE,3.0,VENTURE,D,N,1
23,60000,MORTGAGE,6.0,EDUCATION,C,Y,0
26,54000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,N,1
22,60000,MORTGAGE,2.0,EDUCATION,B,N,0
22,39860,RENT,6.0,PERSONAL,B,N,0
22,39996,RENT,2.0,PERSONAL,A,N,0
24,60000,MORTGAGE,8.0,MEDICAL,A,N,0
22,60000,MORTGAGE,2.0,PERSONAL,A,N,0
23,33996,RENT,7.0,PERSONAL,B,N,1
25,40000,RENT,9.0,DEBTCONSOLIDATION,B,N,0
22,40000,RENT,1.0,VENTURE,A,N,0
25,60000,MORTGAGE,10.0,PERSONAL,A,N,0
22,40000,RENT,2.0,EDUCATION,C,N,0
22,60000,MORTGAGE,5.0,VENTURE,A,N,0
24,34000,RENT,0.0,VENTURE,D,Y,1
23,40000,RENT,3.0,EDUCATION,B,N,0
21,40000,RENT,2.0,DEBTCONSOLIDATION,B,N,0
23,54000,MORTGAGE,5.0,MEDICAL,C,N,1
24,40000,RENT,4.0,MEDICAL,B,N,0
24,40000,RENT,2.0,PERSONAL,A,N,0
22,40000,RENT,2.0,DEBTCONSOLIDATION,B,N,0
24,40000,RENT,0.0,VENTURE,B,N,0
25,60000,MORTGAGE,5.0,VENTURE,A,N,0
22,40000,RENT,2.0,EDUCATION,B,N,0
24,60000,MORTGAGE,3.0,EDUCATION,A,N,0
24,40560,RENT,5.0,VENTURE,A,N,0
24,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,N,0
25,41000,RENT,3.0,VENTURE,B,N,0
25,60000,MORTGAGE,5.0,PERSONAL,A,N,0
26,35000,RENT,0.0,DEBTCONSOLIDATION,D,Y,1
25,60000,MORTGAGE,2.0,MEDICAL,B,N,0
24,60000,MORTGAGE,0.0,VENTURE,B,N,0
25,41579,RENT,9.0,VENTURE,C,Y,0
26,54000,MORTGAGE,8.0,MEDICAL,D,Y,1
24,41600,RENT,0.0,MEDICAL,B,N,0
24,60000,MORTGAGE,8.0,PERSONAL,C,N,0
23,60000,MORTGAGE,7.0,MEDICAL,C,N,0
23,36000,RENT,2.0,MEDICAL,A,N,1
25,60000,MORTGAGE,1.0,EDUCATION,A,N,0
21,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,N,0
25,60000,MORTGAGE,9.0,PERSONAL,A,N,0
24,42000,RENT,2.0,EDUCATION,B,N,0
24,36000,RENT,1.0,PERSONAL,B,N,1
25,42000,RENT,1.0,VENTURE,A,N,0
25,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,N,0
22,60000,MORTGAGE,6.0,EDUCATION,B,N,0
